Pos1;Pos2;Neg;R1;R2;R3;R4;R5
decorator;women;man;('interior_designers', 0.4970838725566864);('interior_designer', 0.49234336614608765);('decorators', 0.4865017235279083);('Mario_Buatta', 0.4846903085708618);('Kelly_Wearstler', 0.4827057123184204)
dentist;women;man;('dentists', 0.5705243945121765);('ob_gyn', 0.5192915797233582);('gynecologist', 0.5172863602638245);('Ob_gyns', 0.50578373670578);('pediatric_dentists', 0.49504849314689636)
designer;women;man;('designers', 0.6117461919784546);('lingerie_swimwear', 0.5293951630592346);('pr?t_porter', 0.5235670804977417);('Designer', 0.5217887163162231);('Sophie_Buhai', 0.5144439935684204)
doctor;women;man;('doctors', 0.5941444635391235);('gynecologist', 0.5603530406951904);('Ob_gyns', 0.5470147728919983);('uncomplicated_pregnancies', 0.5418107509613037);('gynecologists', 0.5361378192901611)
dressmaker;women;man;('dressmakers', 0.5189229249954224);('shirtwaists', 0.5113768577575684);('embroiderers', 0.49797147512435913);('seamstresses', 0.49678465723991394);('lingerie_swimwear', 0.4913567304611206)
dustman;women;man;('ladettes', 0.4484555125236511);('equalities', 0.4099048376083374);('headmistresses', 0.40871626138687134);('womens', 0.4085709750652313);('sewing_machinists', 0.4083018898963928)
economist;women;man;('chief_economist', 0.5413417220115662);('economics_professor', 0.4881892204284668);('sociologist', 0.4689680337905884);('Economist', 0.46370428800582886);('Chief_Economist', 0.4571947455406189)
electrician;women;man;('tradeswomen', 0.4757065773010254);('welders', 0.4472254514694214);('embroiderers', 0.44372445344924927);('electricians', 0.4365299344062805);('breadwinners', 0.4259020984172821)
engineer;women;man;('engineering', 0.48898962140083313);('engineers', 0.48600679636001587);('electrical_engineer', 0.40877553820610046);('Engineer', 0.39443543553352356);('mechanical_engineer', 0.3905240297317505)
farmer;women;man;('farmers', 0.6389466524124146);('smallholder_farmers', 0.5073288083076477);('farming', 0.49041157960891724);('smallholders', 0.48727285861968994);('nonfarmers', 0.4863785207271576)
fireman;women;man;('firemen', 0.5003980398178101);('male_counterparts', 0.4458140432834625);('womens', 0.44459712505340576);('Women', 0.44105830788612366);('mothers', 0.4375683665275574)
fisherman;women;man;('fishermen', 0.6105375289916992);('fishers', 0.5548105835914612);('fishing_boats', 0.49285954236984253);('fishing', 0.4825478196144104);('fisher', 0.4662957787513733)
florist;women;man;('florists', 0.5251835584640503);('brides', 0.4910174608230591);('bridal_salons', 0.488665908575058);('bridal', 0.4821520745754242);('Serenata_Flowers', 0.48011529445648193)
fruiterer;women;man;('Fayreform', 0.4750351905822754);('Women', 0.46416202187538147);('womens', 0.45810407400131226);('mums', 0.45133212208747864);('Noni_B', 0.44806671142578125)
gardener;women;man;('gardeners', 0.6030939817428589);('novice_gardeners', 0.5036264061927795);('gardening', 0.4905787706375122);('rosarians', 0.4793747067451477);('avid_gardeners', 0.46001285314559937)
hairdresser;women;man;('hairdressers', 0.6309242248535156);('salons', 0.5385419130325317);('stylists', 0.52755206823349);('bra_fitters', 0.5052376985549927);('beauticians', 0.5017508268356323)
housewife;women;man;('housewives', 0.5476226806640625);('Women', 0.535615086555481);('mothers', 0.5286675691604614);('husbands', 0.4980347156524658);('workingwomen', 0.4787437617778778)
hunter;women;man;('hunters', 0.5366790890693665);('womens', 0.5039310455322266);('females', 0.4840472638607025);('crossbow_hunters', 0.4755793809890747);('bowhunters', 0.4686143398284912)
jeweler;women;man;('jewelers', 0.5899244546890259);('bridal_jewelry', 0.5474439859390259);('jewelery', 0.5370241403579712);('jewelry', 0.5253689289093018);('diamond_jewelery', 0.5052505731582642)
journalist;women;man;('journalists', 0.5585271120071411);('Women_eNews', 0.49087873101234436);('Women', 0.48226627707481384);('Journalist', 0.4634033441543579);('Journalists', 0.4619520306587219)
judge;women;man;('judges', 0.5394177436828613);('appellate_judges', 0.4731464982032776);('appeals_court', 0.46971362829208374);('appellate_court', 0.4637868404388428);('Judges', 0.46081578731536865)
lawyer;women;man;('lawyers', 0.6034033298492432);('attorneys', 0.5311272144317627);('attorney', 0.5116288661956787);('Lawyers', 0.4556218683719635);('counsels', 0.45230725407600403)
librarian;women;man;('Children_Librarian', 0.5043785572052002);('reference_librarian', 0.49132484197616577);('librarians', 0.4908944368362427);('Librarian', 0.4580191671848297);('Certified_Nurse_Midwife', 0.4431525468826294)
mailman;women;man;('postmen', 0.44114428758621216);('moms', 0.4299604594707489);('mothers', 0.4261578619480133);('husbands', 0.4068261981010437);('grandmoms', 0.40265560150146484)
mechanic;women;man;('electricians_plumbers_carpenters', 0.40108925104141235);('husbands', 0.39809277653694153);('mechanics', 0.39454126358032227);('fitters', 0.39449357986450195);('embroiderers', 0.39430052042007446)
meteorologist;women;man;('Meteorologist', 0.5212211608886719);('forecaster', 0.48385024070739746);('NWS_meteorologist', 0.48144418001174927);('meterologist', 0.4776562452316284);('Chief_Meteorologist', 0.45371371507644653)
miner;women;man;('miners', 0.5611620545387268);('mines', 0.48648297786712646);('mining', 0.4757627546787262);('AngloGold_Ashanti', 0.46846359968185425);('coal_miners', 0.46787381172180176)
model;women;man;('models', 0.6180213689804077);('Models', 0.4276387691497803);('casual_sportswear', 0.4198799133300781);('Liya_Kebede', 0.41828811168670654);('xenograft_mouse', 0.4170612692832947)
monk;women;man;('monks', 0.5733097195625305);('Tenzin_Palmo', 0.5422734022140503);('Buddhist_nuns', 0.5165026783943176);('nuns', 0.4937538504600525);('laywomen', 0.48910093307495117)
nanny;women;man;('nannies', 0.5715190768241882);('mothers', 0.5397695302963257);('moms', 0.46943479776382446);('maternity_leave', 0.468843549489975);('au_pairs', 0.46831831336021423)
nun;women;man;('nuns', 0.5710062980651855);('Women', 0.5047808885574341);('convents', 0.47881507873535156);('womens', 0.47791051864624023);('Catholic_nun', 0.4720763564109802)
nurse;women;man;('nurses', 0.5995191335678101);('registered_nurse', 0.560263454914093);('nurse_practitioner', 0.55814528465271);('midwifery', 0.5541960000991821);('nurse_midwife', 0.5420023202896118)
painter;women;man;('painters', 0.5658677220344543);('Berthe_Morisot', 0.5067958831787109);('printmaker', 0.5065417885780334);('printmakers', 0.5040209293365479);('nudes', 0.5009034872055054)
pharmacist;women;man;('pharmacists', 0.5766830444335938);('emergency_contraceptive_pills', 0.5160815715789795);('nurse_practitioner', 0.4965278208255768);('Certified_Nurse_Midwife', 0.493722140789032);('uncomplicated_pregnancies', 0.48218074440956116)
photographer;women;man;('photographers', 0.5612314939498901);('photojournalists', 0.5307362079620361);('photography', 0.48324814438819885);('freelance_photographers', 0.4780808091163635);('Gilles_Peress', 0.4703107476234436)
physicist;women;man;('physicists', 0.5464624166488647);('radiobiology', 0.46082603931427);('sociologist', 0.4551035761833191);('geochemist', 0.44163620471954346);('Gmachl', 0.4367763102054596)
plumber;women;man;('plumbers', 0.5061167478561401);('tradeswomen', 0.46726444363594055);('plumbing', 0.4359394907951355);('hairdressers', 0.43116068840026855);('beauticians', 0.427173376083374)
politician;women;man;('politicians', 0.5089282989501953);('Women', 0.4682309329509735);('parliamentarians', 0.467708557844162);('feminist', 0.466653048992157);('winnable_ridings', 0.4570366442203522)
porter;women;man;('porters', 0.5485156774520874);('shirtwaists', 0.43314582109451294);('Women', 0.4209911823272705);('laundresses', 0.41868215799331665);('portering', 0.4159737527370453)
postman;women;man;('postmen', 0.602392852306366);('womens', 0.4441233277320862);('posties', 0.43275830149650574);('male_counterparts', 0.42512616515159607);('mothers', 0.4238944351673126)
priest;women;man;('priests', 0.6615301370620728);('laywomen', 0.5532601475715637);('clergy', 0.549615740776062);('ordained_deacons', 0.5394907593727112);('bishops', 0.5329752564430237)
professor;women;man;('associate_professor', 0.6430940628051758);('assistant_professor', 0.6160542964935303);('sociology_professor', 0.5768421292304993);('professor_emeritus', 0.5562988519668579);('sociologist', 0.5406725406646729)
programmer;women;man;('programmers', 0.5312799215316772);('coders', 0.45631688833236694);('Sheri_Graner_Ray', 0.41383928060531616);('Girl_Geek_Dinners', 0.39324402809143066);('Avivah_Wittenberg_Cox', 0.3867250084877014)
psychiatrist;women;man;('psychiatrists', 0.5833556652069092);('psychologist', 0.5487055778503418);('clinical_psychologist', 0.5380477905273438);('psychologists', 0.5360417366027832);('perinatal_depression', 0.5098966956138611)
psychologist;women;man;('psychologists', 0.599242091178894);('clinical_psychologist', 0.5845634341239929);('Psychologist', 0.5643761157989502);('Psychologist_Dr', 0.4970093071460724);('sociologist', 0.49506619572639465)
receptionist;women;man;('receptionists', 0.4859691262245178);('Receptionists', 0.4762381315231323);('Women', 0.4724847972393036);('saleswomen', 0.45154088735580444);('secretarial', 0.4510113298892975)
researcher;women;man;('Researcher', 0.5366194844245911);('sociologist', 0.526059627532959);('Ph.D._MPH', 0.5025094151496887);('researchers', 0.4923112690448761);('Lead_researcher', 0.49223119020462036)
sailor;women;man;('sailors', 0.6207904815673828);('Saskia_Clark', 0.48913413286209106);('womens', 0.4847620129585266);('Women', 0.47454357147216797);('Elise_Rechichi', 0.46844154596328735)
salesman;women;man;('saleswomen', 0.5092794299125671);('salesmen', 0.49758481979370117);('saleswoman', 0.47539952397346497);('salespeople', 0.45659559965133667);('salespersons', 0.43765008449554443)
scientist;women;man;('researcher', 0.5691506862640381);('sociologist', 0.5020036101341248);('Researcher', 0.4734506607055664);('scientists', 0.46980220079421997);('researchers', 0.45476704835891724)
secretary;women;man;('secretaries', 0.5225568413734436);('Secretary', 0.4855123460292816);('undersecretary', 0.45830345153808594);('NUTP_secretary', 0.4572202265262604);('chairperson', 0.454545795917511)
shoemaker;women;man;('sportswear', 0.508173942565918);('footwear', 0.5022296905517578);('activewear', 0.49949538707733154);('casual_sportswear', 0.4821128249168396);('embroiderers', 0.4812934398651123)
singer;women;man;('singers', 0.4988645315170288);('songstresses', 0.4867798089981079);('songstress', 0.48499077558517456);('female_vocalists', 0.4828711152076721);('actresses', 0.4824064075946808)
sportsman;women;man;('sportsmen', 0.5676917433738708);('womens', 0.5421088933944702);('sportswomen', 0.5325509309768677);('sportspeople', 0.5006762146949768);('sportswoman', 0.49477389454841614)
surgeon;women;man;('surgeons', 0.6329662799835205);('plastic_surgeons', 0.5346969366073608);('orthopaedists', 0.5312201976776123);('urogynecology', 0.5221459269523621);('gynecologic', 0.5193778276443481)
teacher;women;man;('teachers', 0.587346076965332);('students', 0.5106949806213379);('WAIT_Training', 0.49474072456359863);('paraeducator', 0.4877506494522095);('girls', 0.48473572731018066)
vet;women;man;('vets', 0.5670331716537476);('veterinarians', 0.4789798855781555);('vet_techs', 0.4399901032447815);('womens', 0.4348323941230774);('Vets', 0.4343164265155792)
waiter;women;man;('waiters', 0.5714064836502075);('waitresses', 0.5065658688545227);('waitstaff', 0.5026508569717407);('waitress', 0.47483447194099426);('hostessing', 0.4725842773914337)
waitress;women;man;('waitresses', 0.5646171569824219);('hostessing', 0.5036509037017822);('waitressing', 0.48068326711654663);('mothers', 0.4805747866630554);('Women', 0.4803313612937927)
writer;women;man;('writers', 0.5318374633789062);('writer_mkovak@observer-reporter.com', 0.46741414070129395);('Jeff_Coplon', 0.44800567626953125);('Feminine_Mistake', 0.44730252027511597);('Shari_Roan', 0.4454287886619568)
red;women;man;('pink', 0.5049034953117371);('yellow', 0.44535017013549805);('wraparound_skirts', 0.4375917613506317);('bandeau_tops', 0.435329407453537);('purple', 0.4272749722003937)
orange;women;man;('pink', 0.4835864305496216);('brightly_colored_T_shirts', 0.46184444427490234);('womens', 0.4479803144931793);('participant_LOGIN', 0.4464414417743683);('bandeau_tops', 0.4439236521720886)
yellow;women;man;('pink', 0.501471757888794);('brightly_colored_T_shirts', 0.4598253071308136);('bandeau_tops', 0.43540167808532715);('wraparound_skirts', 0.4341457784175873);('red', 0.428611159324646)
pink;women;man;('dresses_skirts', 0.5193066000938416);('wraparound_skirts', 0.5047608613967896);('bandeau_tops', 0.5029729008674622);('brightly_colored_T_shirts', 0.5006067752838135);('satin_sashes', 0.49546754360198975)
fuchsia;women;man;('dresses_skirts', 0.5601235032081604);('tiered_skirts', 0.5317429304122925);('satin_dresses', 0.517957329750061);('peep_toe_pumps', 0.5170797109603882);('gypsy_skirts', 0.5085330009460449)
violet;women;man;('tiered_skirts', 0.4738825261592865);('fuchsia', 0.46836644411087036);('reds_pinks', 0.46807706356048584);('dresses_skirts', 0.4669693410396576);('pale_peach', 0.4649440050125122)
blue;women;man;('pink', 0.5251724123954773);('bandeau_tops', 0.47695469856262207);('khaki_bottoms', 0.47520309686660767);('purple', 0.4740869700908661);('brightly_colored_T_shirts', 0.47237372398376465)
navy;women;man;('armed_forces', 0.4795052409172058);('naval', 0.47140032052993774);('DACOWITS', 0.45656055212020874);('womens', 0.44981902837753296);('naval_ships', 0.4486745595932007)
lime;women;man;('Lipsticks', 0.4291977286338806);('lime_juice', 0.4241414964199066);('exfoliants', 0.42338937520980835);('cocoa_powder', 0.41519951820373535);('bronzers', 0.4135940968990326)
green;women;man;('womens', 0.4288569688796997);('Women', 0.4242222309112549);('slimmer_silhouettes', 0.3897255063056946);('gender_equality', 0.38763564825057983);('Europe_Ecologie_grouping', 0.3756217658519745)
olive;women;man;('Women', 0.43738704919815063);('wraparound_skirts', 0.4365993142127991);('pomegranate', 0.431768000125885);('olives', 0.4313580095767975);('chadors', 0.42545756697654724)
brown;women;man;('wraparound_skirts', 0.49726688861846924);('pink', 0.4764406383037567);('bandeau_tops', 0.4726272225379944);('dresses_skirts', 0.469748854637146);('browns_grays', 0.46569883823394775)
silver;women;man;('gold', 0.5993744134902954);('womens', 0.4808007776737213);('Teenager_Lara_Gut', 0.45726698637008667);('Cuba_Yipsi_Moreno', 0.4520973265171051);('Women', 0.4514942765235901)
gray;women;man;('strappy_tops', 0.4521482288837433);('tiered_skirts', 0.4515300989151001);('dresses_skirts', 0.44008082151412964);('blouses_skirts', 0.4385634660720825);('chadors', 0.4367917776107788)
black;women;man;('nonblack', 0.5093583464622498);('white', 0.49960944056510925);('blacks', 0.4976078271865845);('nonwhite', 0.475955605506897);('Women', 0.4751356542110443)
ivory;women;man;('elephant_ivory', 0.47595110535621643);('Burmese_rubies', 0.4499824643135071);('womens', 0.40749090909957886);('hair_removers_bleaches', 0.4053676426410675);('rhinoceros_horns', 0.4047839045524597)
